POLL_PLACE_ID,JURISDICTION,COUNTY_NAME,ED_PRECINCT,POLL_NAME,POLL_ADDRESS1,CITY,STATE,ZIP,LEGISLATIVE_SUB_DISTRICT_CODE,SENATORIAL_DISTRICT_CODE,CONGRESSIONAL_DISTRICT_CODE,JUDICIAL_DISTRICT_CODE,APPELLATE_DISTRICT_CODE,COUNCILMANIC_DISTRICT_CODE,COMMISSIONER_DISTRICT_CODE,SCHOOL_DISTRICT_CODE,ORPHAN_DISTRICT_CODE,ELECTION_DISTRICT_CODE,MUNICIPAL_DISTRICT_CODE,BUILDING_TYPE,COLLEGE_NEARBY,COLLEGE_NAME,IS_EARLY_VOTING,Column1
12000007,12,Garrett County,14001,OAKLAND COMMUNITY CENTER,14 N EIGHTH ST,OAKLAND,MD,21550,01A,1,6,4,3,,003,,,14,,COMMUNITY CENTER,0,,0,
12000016,12,Garrett County,14002,CRELLIN ELEMENTARY SCHOOL,115 KENDALL DR,OAKLAND,MD,21550,01A,1,6,4,3,,003,,,14,,SCHOOL,0,,0,
12000012,12,Garrett County,15000,AVILTON COMMUNITY CENTER,8295 AVILTON LONACONING RD,LONACONING,MD,21539,01A,1,6,4,3,,002,,,15,,COMMUNITY CENTER,0,,0,
12000018,12,Garrett County,16000,"SOUTHERN HIGH SCHOOL, CAFETERIA",345 OAKLAND DR,OAKLAND,MD,21550,01A,1,6,4,3,,001,,,16,,SCHOOL,0,,0,
750000103,12,Garrett County,,EV01 OAKLAND COMMUNITY CENTER,14 N EIGHTH ST,OAKLAND,MD,21550,,,,,,,,,,,,COMMUNITY CENTER,0,,1,
500000725,12,Garrett County,,EV02 GRANTSVILLE VFD HALL,178 SPRINGS RD,GRANTSVILLE,MD,21536,,,,,,,,,,,,FIRE STATION,0,,1,
750000950,13,Harford County,1001,JOPPA MAGNOLIA FIRE HALL,1403 OLD MOUNTAIN RD S,JOPPATOWNE,MD,21085,07B,7,1,3,2,,,,,1,,FIRE STATION,0,,0,
750000950,13,Harford County,1002,JOPPA MAGNOLIA FIRE HALL,1403 OLD MOUNTAIN RD S,JOPPATOWNE,MD,21085,07B,7,1,3,2,,,,,1,,FIRE STATION,0,,0,
13000007,13,Harford County,1003,EMMORTON ELEMENTARY SCHOOL,2502 S. TOLLGATE ROAD,BEL AIR,MD,21015,07B,7,1,3,2,,,,,1,,SCHOOL,0,,0,
13000013,13,Harford County,1004,PATTERSON MILL MIDDLE-HIGH SCHOOL,85 PATTERSON MILL ROAD,BEL AIR,MD,21015,34B,34,1,3,2,,,,,1,,SCHOOL,0,,0,
13000014,13,Harford County,1005,ABINGDON ELEMENTARY SCHOOL,3001 S. TOLLGATE ROAD,ABINGDON,MD,21009,34B,34,1,3,2,,,,,1,,SCHOOL,0,,0,
13000010,13,Harford County,1006,WILLIAM S. JAMES ELEMENTARY SCHOOL,1 LAURENTUM PARKWAY,ABINGDON,MD,21009,34B,34,1,3,2,,,,,1,,SCHOOL,0,,0,
13000011,13,Harford County,1007,ABINGDON FIRE HALL,3306 ABINGDON ROAD,ABINGDON,MD,21009,34B,34,1,3,2,,,,,1,,FIRE STATION,0,,0,
13000016,13,Harford County,1008,HIGHLANDS SCHOOL,2409 CRESWELL ROAD (RT. 543),BEL AIR,MD,21015,34B,34,1,3,2,,,,,1,,SCHOOL,0,,0,
13000016,13,Harford County,1009,HIGHLANDS SCHOOL,2409 CRESWELL ROAD (RT. 543),BEL AIR,MD,21015,35A,35,1,3,2,,,,,1,,SCHOOL,0,,0,
13000017,13,Harford County,1010,OLD POST ROAD PRIMARY BLDG,2706 PHILADELPHIA ROAD,ABINGDON,MD,21009,34B,34,1,3,2,,,,,1,,SCHOOL,0,,0,
13000017,13,Harford County,1011,OLD POST ROAD PRIMARY BLDG,2706 PHILADELPHIA ROAD,ABINGDON,MD,21009,34B,34,1,3,2,,,,,1,,SCHOOL,0,,0,
13000017,13,Harford County,1012,OLD POST ROAD PRIMARY BLDG,2706 PHILADELPHIA ROAD,ABINGDON,MD,21009,34A,34,1,3,2,,,,,1,,SCHOOL,0,,0,
750000487,13,Harford County,1013,RIVERSIDE COMMUNITY CENTER,1 CHURCH CREEK ROAD,BELCAMP,MD,21017,34A,34,1,3,2,,,,,1,,COMMUNITY CENTER,0,,0,
500000343,13,Harford County,1014,CHURCH CREEK ELEMENTARY SCHOOL,4299 CHURCH CREEK ROAD,BELCAMP,MD,21017,34A,34,1,3,2,,,,,1,,SCHOOL,0,,0,
750001167,13,Harford County,1015,OLD POST ROAD INTERMEDIATE BLDG,2706 PHILADELPHIA ROAD,ABINGDON,MD,21009,34A,34,1,3,2,,,,,1,,SCHOOL,0,,0,
13000020,13,Harford County,1016,JOPPATOWNE HIGH SCHOOL,555 JOPPA FARM ROAD,JOPPA,MD,21085,07B,7,1,3,2,,,,,1,,SCHOOL,0,,0,
750000080,13,Harford County,1017,JOPPATOWNE ELEMENTARY SCHOOL,407 TRIMBLE ROAD,JOPPA,MD,21085,34A,34,1,3,2,,,,,1,,SCHOOL,0,,0,
500000436,13,Harford County,1018,RIVERSIDE ELEMENTARY SCHOOL,211 STILLMEADOW DRIVE,JOPPA,MD,21085,34A,34,1,3,2,,,,,1,,SCHOOL,0,,0,
750000951,13,Harford County,1019,MAGNOLIA MIDDLE SCHOOL,299 FORT HOYLE ROAD,JOPPATOWNE,MD,21085,34A,34,1,3,2,,,,,1,,SCHOOL,0,,0,
750000081,13,Harford County,1020,EDGEWOOD RECREATION & COMMUNITY CENTER,1980 BROOKSIDE DRIVE,EDGEWOOD,MD,21040,34A,34,1,3,2,,,,,1,,COMMUNITY CENTER,0,,0,
13000018,13,Harford County,1021,EDGEWOOD HIGH SCHOOL,2415 WILLOUGHBY BEACH ROAD,EDGEWOOD,MD,21040,34A,34,1,3,2,,,,,1,,SCHOOL,0,,0,
13000002,13,Harford County,1022,EDGEWOOD ELEMENTARY SCHOOL,2100 CEDAR DRIVE,EDGEWOOD,MD,21040,34A,34,1,3,2,,,,,1,,SCHOOL,0,,0,
13000022,13,Harford County,2001,LEVEL FIRE HALL,3633 LEVEL VILLAGE ROAD,HAVRE DE GRACE,MD,21078,35A,35,1,3,2,,,,,2,,FIRE STATION,0,,0,
13000022,13,Harford County,2002,LEVEL FIRE HALL,3633 LEVEL VILLAGE ROAD,HAVRE DE GRACE,MD,21078,35A,35,1,3,2,,,,,2,,FIRE STATION,0,,0,
13000022,13,Harford County,2003,LEVEL FIRE HALL,3633 LEVEL VILLAGE ROAD,HAVRE DE GRACE,MD,21078,34A,34,1,3,2,,,,,2,,FIRE STATION,0,,0,
13000029,13,Harford County,2004,GEORGE D. LISBY ELEM. SCHOOL,810 EDMUND STREET,ABERDEEN,MD,21001,35A,35,1,3,2,,,,,2,,SCHOOL,0,,0,
13000029,13,Harford County,2005,GEORGE D. LISBY ELEM. SCHOOL,810 EDMUND STREET,ABERDEEN,MD,21001,34A,34,1,3,2,,,,,2,,SCHOOL,0,,0,
750001253,13,Harford County,2006,SWAN CREEK SCHOOL,253 PARADISE RD,ABERDEEN,MD,21001,34A,34,1,3,2,,,,,2,,SCHOOL,0,,0,
13000026,13,Harford County,2007,ABERDEEN HIGH SCHOOL,251 PARADISE ROAD,ABERDEEN,MD,21001,34A,34,1,3,2,,,,,2,,SCHOOL,0,,0,
500000499,13,Harford County,2008,HALL'S CROSS ROADS ELEM SCHOOL,203 EAST BEL AIR AVENUE,ABERDEEN,MD,21001,34A,34,1,3,2,,,,,2,,SCHOOL,0,,0,
500000499,13,Harford County,2009,HALL'S CROSS ROADS ELEM SCHOOL,203 EAST BEL AIR AVENUE,ABERDEEN,MD,21001,34A,34,1,3,2,,,,,2,,SCHOOL,0,,0,
13000023,13,Harford County,2010,ABERDEEN VFW 10028,821 OLD PHILADELPHIA RD,ABERDEEN,MD,21001,34A,34,1,3,2,,,,,2,,OTHER,0,,0,
13000034,13,Harford County,3001,FOREST HILL ELEMENTARY SCHOOL,2407 ROCKS ROAD,FOREST HILL,MD,21050,35A,35,1,3,2,,,,,3,,SCHOOL,0,,0,
500000551,13,Harford County,3002,VICTORIOUS FAITH FELLOWSHIP CHURCH,106 ROCK SPRING CHURCH ROAD,FOREST HILL,MD,21050,35A,35,1,3,2,,,,,3,,CHURCH,0,,0,
13000038,13,Harford County,3003,FOREST LAKES ELEMENTARY SCHOOL,100 OSBORNE PARKWAY,FOREST HILL,MD,21050,35A,35,1,3,2,,,,,3,,SCHOOL,0,,0,
13000035,13,Harford County,3004,FALLSTON MIDDLE SCHOOL,2303 CARRS MILL ROAD,FALLSTON,MD,21047,35A,35,1,3,2,,,,,3,,SCHOOL,0,,0,
13000037,13,Harford County,3005,NEWPORT TERRACE,23 NEWPORT DRIVE,FOREST HILL,MD,21050,35A,35,1,3,2,,,,,3,,OTHER,0,,0,
13000048,13,Harford County,3006,C. MILTON WRIGHT HIGH SCHOOL,1301 N. FOUNTAIN GREEN ROAD,BEL AIR,MD,21015,35A,35,1,3,2,,,,,3,,SCHOOL,0,,0,
13000049,13,Harford County,3007,PROSPECT MILL ELEMENTARY SCHOOL,101 PROSPECT MILL ROAD,BEL AIR,MD,21015,35A,35,1,3,2,,,,,3,,SCHOOL,0,,0,
500000363,13,Harford County,3008,CHURCHVILLE RECREATION CENTER,3023 LEVEL ROAD,CHURCHVILLE,MD,21028,35A,35,1,3,2,,,,,3,,COMMUNITY CENTER,0,,0,
13000032,13,Harford County,3009,FALLSTON HIGH SCHOOL,2301 CARRS MILL ROAD,FALLSTON,MD,21047,07B,7,1,3,2,,,,,3,,SCHOOL,0,,0,
13000042,13,Harford County,3010,RED PUMP ELEMENTARY SCHOOL,600 RED PUMP ROAD,BEL AIR,MD,21014,35A,35,1,3,2,,,,,3,,SCHOOL,0,,0,
13000039,13,Harford County,3011,BEL AIR ELEMENTARY SCHOOL,30 E. LEE STREET,BEL AIR,MD,21014,34B,34,1,3,2,,,,,3,,SCHOOL,0,,0,
13000044,13,Harford County,3012,SOUTHAMPTON MIDDLE SCHOOL,1200 MOORES MILL ROAD,BEL AIR,MD,21014,35A,35,1,3,2,,,,,3,,SCHOOL,0,,0,
13000044,13,Harford County,3013,SOUTHAMPTON MIDDLE SCHOOL,1200 MOORES MILL ROAD,BEL AIR,MD,21014,35A,35,1,3,2,,,,,3,,SCHOOL,0,,0,
13000043,13,Harford County,3014,BEL AIR HIGH SCHOOL,100 HEIGHE STREET,BEL AIR,MD,21014,07B,7,1,3,2,,,,,3,,SCHOOL,0,,0,
500000207,13,Harford County,3015,RING FACTORY ELEMENTARY SCHOOL,1400 EMMORTON ROAD,BEL AIR,MD,21014,34B,34,1,3,2,,,,,3,,SCHOOL,0,,0,
13000041,13,Harford County,3016,BEL AIR MIDDLE SCHOOL,99 IDLEWILD STREET,BEL AIR,MD,21014,34B,34,1,3,2,,,,,3,,SCHOOL,0,,0,
13000050,13,Harford County,3017,FOUNTAIN GREEN ELEMENTARY SCHOOL,517 S. FOUNTAIN GREEN ROAD,BEL AIR,MD,21015,35A,35,1,3,2,,,,,3,,SCHOOL,0,,0,
13000055,13,Harford County,4001,NORRISVILLE ELEMENTARY SCHOOL,5302 NORRISVILLE ROAD,WHITE HALL,MD,21161,07B,7,1,3,2,,,,,4,,SCHOOL,0,,0,
13000053,13,Harford County,4002,JARRETTSVILLE ELEMENTARY SCHOOL,3818 NORRISVILLE ROAD,JARRETTSVILLE,MD,21084,07B,7,1,3,2,,,,,4,,SCHOOL,0,,0,
13000056,13,Harford County,4003,NORTH BEND ELEMENTARY SCHOOL,1445 NORTH BEND ROAD,JARRETTSVILLE,MD,21084,35A,35,1,3,2,,,,,4,,SCHOOL,0,,0,
750000484,13,Harford County,4004,JARRETTSVILLE FIRE HALL,3825 FEDERAL HILL ROAD,JARRETTSVILLE,MD,21084,07B,7,1,3,2,,,,,4,,FIRE STATION,0,,0,
750000484,13,Harford County,4005,JARRETTSVILLE FIRE HALL,3825 FEDERAL HILL ROAD,JARRETTSVILLE,MD,21084,35A,35,1,3,2,,,,,4,,FIRE STATION,0,,0,
500000715,13,Harford County,4006,YOUTH'S BENEFIT ELEMENTARY SCHOOL,1901 FALLSTON ROAD,FALLSTON,MD,21047,07B,7,1,3,2,,,,,4,,SCHOOL,0,,0,
500000715,13,Harford County,4007,YOUTH'S BENEFIT ELEMENTARY SCHOOL,1901 FALLSTON ROAD,FALLSTON,MD,21047,35A,35,1,3,2,,,,,4,,SCHOOL,0,,0,
13000060,13,Harford County,5001,NORTH HARFORD HIGH SCHOOL,211 PYLESVILLE ROAD,PYLESVILLE,MD,21132,35A,35,1,3,2,,,,,5,,SCHOOL,0,,0,
13000059,13,Harford County,5002,DUBLIN ELEMENTARY SCHOOL,1527 WHITEFORD ROAD,STREET,MD,21154,35A,35,1,3,2,,,,,5,,SCHOOL,0,,0,
750000065,13,Harford County,5003,DARLINGTON ELEMENTARY SCHOOL,2119 SHURESVILLE ROAD,DARLINGTON,MD,21034,35A,35,1,3,2,,,,,5,,SCHOOL,0,,0,
500000486,13,Harford County,6001,MEADOWVALE ELEMENTARY SCHOOL,910 GRACEVIEW DRIVE,HAVRE DE GRACE,MD,21078,34A,34,1,3,2,,,,,6,,SCHOOL,0,,0,
500000486,13,Harford County,6002,MEADOWVALE ELEMENTARY SCHOOL,910 GRACEVIEW DRIVE,HAVRE DE GRACE,MD,21078,34A,34,1,3,2,,,,,6,,SCHOOL,0,,0,
750001253,13,Harford County,6003,SWAN CREEK SCHOOL,253 PARADISE RD,ABERDEEN,MD,21001,34A,34,1,3,2,,,,,6,,SCHOOL,0,,0,
13000064,13,Harford County,6004,HAVRE DE GRACE MIDDLE-HIGH SCHOOL,445 LEWIS LANE,HAVRE DE GRACE,MD,21078,34A,34,1,3,2,,,,,6,,SCHOOL,0,,0,
750001012,13,Harford County,6005,STAR CENTRE,700 CONGRESS AVE,HAVRE DE GRACE,MD,21078,34A,34,1,3,2,,,,,6,,OTHER,0,,0,
500000368,13,Harford County,,EV01 MCFAUL ACTIVITY CENTER,525 W MACPHAIL ROAD,BEL AIR,MD,21014,,,,,,,,,,,,COMMUNITY CENTER,0,,1,
750000928,13,Harford County,,EV02 EDGEWOOD REC CENTER,1980 BROOKSIDE DRIVE,EDGEWOOD,MD,21040,,,,,,,,,,,,COMMUNITY CENTER,0,,1,
750000963,13,Harford County,,EV03 HAVRE DE GRACE ACTIVITY CENTER,351 LEWIS LANE,HAVRE DE GRACE,MD,21078,,,,,,,,,,,,COMMUNITY CENTER,0,,1,
750000489,13,Harford County,,EV04 JARRETTSVILLE FIRE HALL,3825 FEDERAL HILL ROAD,JARRETTSVILLE,MD,21084,,,,,,,,,,,,FIRE STATION,0,,1,
249,14,Howard County,1001,ELKRIDGE LANDING MID SCHOOL - CAFE AND GYM,7085 MONTGOMERY RD,ELKRIDGE,MD,21075,12A,12,3,5,3,1,,,,1,,SCHOOL,0,,0,
157,14,Howard County,1002,ELKRIDGE ELEM SCHOOL - CAFETERIA AND GYM,7075 MONTGOMERY RD,ELKRIDGE,MD,21075,12A,12,3,5,3,1,,,,1,,SCHOOL,0,,0,
189,14,Howard County,1003,MAYFIELD WOODS MID SCHOOL - CAFETERIA AND GYM,7950 RED BARN WAY,ELKRIDGE,MD,21075,13,13,3,5,3,2,,,,1,,SCHOOL,0,,0,
500000132,14,Howard County,1004,BONNIE BRANCH MID SCHOOL - CAFETERIA AND GYM,4979 ILCHESTER RD,ELLICOTT CITY,MD,21043,12A,12,3,5,3,1,,,,1,,SCHOOL,0,,0,
178,14,Howard County,1005,ILCHESTER ELEM SCHOOL - CAFETERIA AND GYM,4981 ILCHESTER RD,ELLICOTT CITY,MD,21043,12A,12,3,5,3,2,,,,1,,SCHOOL,0,,0,
155,14,Howard County,1006,DEEP RUN ELEM SCHOOL - CAFETERIA AND GYM,6925 OLD WATERLOO RD,ELKRIDGE,MD,21075,13,13,3,5,3,2,,,,1,,SCHOOL,0,,0,
750001195,14,Howard County,1007,BELLOWS SPRING ELEM SCH- CAFE AND GYM,8125 OLD STOCKBRIDGE DRIVE,ELLICOTT CITY,MD,21043,12A,12,3,5,3,2,,,,1,,,0,,0,
500000244,14,Howard County,1012,ROCKBURN ELEM SCHOOL - CAFETERIA AND GYM,6145 MONTGOMERY RD,ELKRIDGE,MD,21075,12A,12,3,5,3,2,,,,1,,,0,,0,
155,14,Howard County,1015,DEEP RUN ELEM SCHOOL - CAFETERIA AND GYM,6925 OLD WATERLOO RD,ELKRIDGE,MD,21075,13,13,3,5,3,3,,,,1,,SCHOOL,0,,0,
500000434,14,Howard County,1016,DUCKETTS LANE ELEM SCHOOL - CAFETERIA AND GYM,6501 DUCKETTS LN,ELKRIDGE,MD,21075,12A,12,3,5,3,1,,,,1,,SCHOOL,0,,0,
500000434,14,Howard County,1021,DUCKETTS LANE ELEM SCHOOL - CAFETERIA AND GYM,6501 DUCKETTS LN,ELKRIDGE,MD,21075,12A,12,3,5,3,2,,,,1,,SCHOOL,0,,0,
750001196,14,Howard County,2001,ROGER CARTER COMMUNITY CENTER- GYM,3000 MILLTOWNE DRIVE,ELLICOTT CITY,MD,21043,09B,9,3,5,3,1,,,,2,,COMMUNITY CENTER,0,,0,
219,14,Howard County,2002,ELLICOTT MILLS MID SCHOOL - CAFETERIA AND GYM,4445 MONTGOMERY RD,ELLICOTT CITY,MD,21043,09B,9,3,5,3,1,,,,2,,SCHOOL,0,,0,
219,14,Howard County,2003,ELLICOTT MILLS MID SCHOOL - CAFETERIA AND GYM,4445 MONTGOMERY RD,ELLICOTT CITY,MD,21043,09B,9,3,5,3,2,,,,2,,SCHOOL,0,,0,
176,14,Howard County,2004,HOWARD HIGH SCHOOL - AUX GYM AND MAIN GYM,8700 ROUTE 108,ELLICOTT CITY,MD,21043,12A,12,3,5,3,2,,,,2,,SCHOOL,0,,0,
149,14,Howard County,2005,CENTENNIAL LANE ELEM SCHOOL - CAFETERIA AND GYM,3825 CENTENNIAL LN,ELLICOTT CITY,MD,21042,09B,9,3,5,3,1,,,,2,,SCHOOL,0,,0,
211,14,Howard County,2006,ST. JOHN'S LANE ELEM SCHOOL - CAFETERIA AND GYM,2960 ST. JOHN'S LN,ELLICOTT CITY,MD,21042,09A,9,3,5,3,5,,,,2,,SCHOOL,0,,0,
190,14,Howard County,2007,MT HEBRON HIGH SCHOOL - CAFETERIA AND GYM,9440 OLD FREDERICK RD,ELLICOTT CITY,MD,21042,09A,9,3,5,3,5,,,,2,,SCHOOL,0,,0,
246,14,Howard County,2008,PATAPSCO MIDDLE SCHOOL - CAFETERIA AND GYM,8885 OLD FREDERICK RD,ELLICOTT CITY,MD,21043,09A,9,3,5,3,1,,,,2,,SCHOOL,0,,0,
174,14,Howard County,2009,HOLLIFIELD STATION ELEM SCHOOL - CAFETERIA AND GYM,8701 STONEHOUSE DR,ELLICOTT CITY,MD,21043,09B,9,3,5,3,1,,,,2,,SCHOOL,0,,0,
148,14,Howard County,2010,CENTENNIAL HIGH SCHOOL - GYM,4300 CENTENNIAL LN,ELLICOTT CITY,MD,21042,09B,9,3,5,3,1,,,,2,,SCHOOL,0,,0,
500000500,14,Howard County,2011,WAVERLY ELEM SCHOOL - CAFETERIA AND GYM,10220 WETHERBURN RD,ELLICOTT CITY,MD,21042,09A,9,3,5,3,5,,,,2,,SCHOOL,0,,0,
175,14,Howard County,2012,ELLICOTT CITY SR CTR - MEETING ROOM,9401 FREDERICK RD,ELLICOTT CITY,MD,21042,09B,9,3,5,3,1,,,,2,,COMMUNITY CENTER,0,,0,
156,14,Howard County,2013,DUNLOGGIN MID SCHOOL - CAFETERIA AND GYM,9129 NORTHFIELD RD,ELLICOTT CITY,MD,21042,09B,9,3,5,3,1,,,,2,,SCHOOL,0,,0,
225,14,Howard County,2016,WORTHINGTON ELEM SCHOOL - CAFETERIA AND GYM,4570 ROUNDHILL RD,ELLICOTT CITY,MD,21043,09B,9,3,5,3,1,,,,2,,SCHOOL,0,,0,
148,14,Howard County,2017,CENTENNIAL HIGH SCHOOL - GYM,4300 CENTENNIAL LN,ELLICOTT CITY,MD,21042,09B,9,3,5,3,5,,,,2,,SCHOOL,0,,0,
156,14,Howard County,2022,DUNLOGGIN MID SCHOOL - CAFETERIA AND GYM,9129 NORTHFIELD RD,ELLICOTT CITY,MD,21042,12A,12,3,5,3,1,,,,2,,SCHOOL,0,,0,
148,14,Howard County,2026,CENTENNIAL HIGH SCHOOL - GYM,4300 CENTENNIAL LN,ELLICOTT CITY,MD,21042,09A,9,3,5,3,5,,,,2,,SCHOOL,0,,0,
500000133,14,Howard County,3001,FOLLY QUARTER MID SCHOOL - CAFETERIA AND GYM,13500 TRIADELPHIA RD,ELLICOTT CITY,MD,21042,09A,9,3,5,3,5,,,,3,,SCHOOL,0,,0,
192,14,Howard County,3002,MT VIEW MID SCHOOL - CAFETERIA AND GYM,12101 WOODFORD DR,MARRIOTTSVILLE,MD,21104,09A,9,3,5,3,5,,,,3,,SCHOOL,0,,0,
148,14,Howard County,3004,CENTENNIAL HIGH SCHOOL - GYM,4300 CENTENNIAL LN,ELLICOTT CITY,MD,21042,09B,9,3,5,3,5,,,,3,,SCHOOL,0,,0,
750001022,14,Howard County,3005,MARRIOTTS RIDGE HIGH SCHOOL- AUX GYM AND MAIN GYM,12100 WOODFORD DRIVE,MARRIOTTSVILLE,MD,21104,09A,9,3,5,3,5,,,,3,,SCHOOL,0,,0,
500000134,14,Howard County,4001,ST. MICHAEL'S CATHOLIC CHURCH - MULTI-PURPOSE RM,1125 ST. MICHAELS RD,MT. AIRY,MD,21771,09A,9,3,5,3,5,,,,4,,CHURCH,0,,0,
162,14,Howard County,4002,GLENELG HIGH SCHOOL - CAFETERIA AND GYM,14025 BURNTWOODS RD,GLENELG,MD,21737,09A,9,3,5,3,5,,,,4,,SCHOOL,0,,0,
182,14,Howard County,4003,LISBON ELEM SCHOOL - CAFETERIA AND GYM,15901 FREDERICK RD,WOODBINE,MD,21797,09A,9,3,5,3,5,,,,4,,SCHOOL,0,,0,
750001199,14,Howard County,5001,TRIADELPHIA RIDGE ELEMENTARY SCHOOL- CAFE AND CAFE LOBBY,13400 TRIADELPHIA RD,ELLICOTT CITY,MD,21042,09A,9,3,5,3,5,,,,5,,,0,,0,
750000291,14,Howard County,5002,LONGFELLOW ELEM SCHOOL- CAFE,5470 HESPERUS DRIVE,COLUMBIA,MD,21044,12A,12,3,5,3,4,,,,5,,SCHOOL,0,,0,
206,14,Howard County,5003,RUNNING BROOK ELEM SCHOOL - CAFETERIA AND GYM,5215 W RUNNING BROOK RD,COLUMBIA,MD,21044,12A,12,3,5,3,4,,,,5,,SCHOOL,0,,0,
224,14,Howard County,5004,WILDE LAKE HIGH SCHOOL - CAFETERIA AND GYM,5460 TRUMPETER RD,COLUMBIA,MD,21044,12A,12,3,5,3,4,,,,5,,SCHOOL,0,,0,
151,14,Howard County,5005,CLARKSVILLE MID SCHOOL - CAFETERIA AND GYM,6535 SOUTH TROTTER RD,CLARKSVILLE,MD,21029,13,13,3,5,3,4,,,,5,,SCHOOL,0,,0,
500000247,14,Howard County,5006,RESERVOIR HIGH SCHOOL - AUX GYM AND MAIN GYM,11550 SCAGGSVILLE RD,FULTON,MD,20759,13,13,3,5,3,4,,,,5,,SCHOOL,0,,0,
214,14,Howard County,5007,SWANSFIELD ELEM SCHOOL - AUX GYM AND GYM,5610 CEDAR LN,COLUMBIA,MD,21044,12A,12,3,5,3,4,,,,5,,SCHOOL,0,,0,
170,14,Howard County,5009,HARPERS CHOICE MID SCHOOL - CAFETERIA AND GYM,5450 BEAVERKILL RD,COLUMBIA,MD,21044,12A,12,3,5,3,4,,,,5,,SCHOOL,0,,0,
204,14,Howard County,5010,RIVER HILL HIGH SCHOOL - CAFETERIA AND LOBBY,12101 CLARKSVILLE PIKE,CLARKSVILLE,MD,21029,09A,9,3,5,3,4,,,,5,,,0,,0,
152,14,Howard County,5011,SCHOOLEY MILL PARK - MULTI-PURPOSE RM,12975 HALL SHOP RD,HIGHLAND,MD,20777,13,13,3,5,3,5,,,,5,,COMMUNITY CENTER,0,,0,
143,14,Howard County,5012,ATHOLTON HIGH SCHOOL - CAFETERIA AND GYM,6520 FREETOWN RD,COLUMBIA,MD,21044,12A,12,3,5,3,4,,,,5,,SCHOOL,0,,0,
153,14,Howard County,5013,CLEMENS CROSSING ELEM SCHOOL - CAFE AND GYM,10320 QUARTERSTAFF RD,COLUMBIA,MD,21044,12A,12,3,5,3,4,,,,5,,,0,,0,
206,14,Howard County,5016,RUNNING BROOK ELEM SCHOOL - CAFETERIA AND GYM,5215 W RUNNING BROOK RD,COLUMBIA,MD,21044,12A,12,3,5,3,1,,,,5,,SCHOOL,0,,0,
500000246,14,Howard County,5019,DAYTON OAKS ELEM SCHOOL - CAFETERIA,4691 TEN OAKS RD,DAYTON,MD,21036,13,13,3,5,3,5,,,,5,,SCHOOL,0,,0,
152,14,Howard County,5024,SCHOOLEY MILL PARK - MULTI-PURPOSE RM,12975 HALL SHOP RD,HIGHLAND,MD,20777,09A,9,3,5,3,5,,,,5,,COMMUNITY CENTER,0,,0,
200,14,Howard County,6001,PATUXENT VALLEY MID SCHOOL - CAFETERIA AND GYM,9151 VOLLMERHAUSEN RD,JESSUP,MD,20794,13,13,3,5,3,3,,,,6,,SCHOOL,0,,0,
207,14,Howard County,6002,FOREST RIDGE ELEM SCHOOL - CAFETERIA AND GYM,9550 GORMAN RD,LAUREL,MD,20723,13,13,3,5,3,3,,,,6,,SCHOOL,0,,0,
234,14,Howard County,6003,HAMMOND MID SCHOOL - GYM,8100 ALADDIN DR,LAUREL,MD,20723,13,13,3,5,3,3,,,,6,,SCHOOL,0,,0,
142,14,Howard County,6004,ATHOLTON ELEMENTARY- CAFE AND GYM,6700 SENECA DRIVE,COLUMBIA,MD,21046,13,13,3,5,3,3,,,,6,,,0,,0,
750001023,14,Howard County,6005,OAKLAND MILLS HIGH SCHOOL- AUX GYM AND MAIN GYM,9410 KILIMANJARO ROAD,COLUMBIA,MD,21045,13,13,3,5,3,2,,,,6,,SCHOOL,0,,0,
176,14,Howard County,6006,HOWARD HIGH SCHOOL - AUX GYM AND MAIN GYM,8700 ROUTE 108,ELLICOTT CITY,MD,21043,13,13,3,5,3,2,,,,6,,SCHOOL,0,,0,
236,14,Howard County,6007,RIDGELY'S RUN COMM CTR - ALL PURPOSE RM,8400 MISSION RD,JESSUP,MD,20794,13,13,3,5,3,3,,,,6,,COMMUNITY CENTER,0,,0,
176,14,Howard County,6011,HOWARD HIGH SCHOOL - AUX GYM AND MAIN GYM,8700 ROUTE 108,ELLICOTT CITY,MD,21043,12A,12,3,5,3,2,,,,6,,SCHOOL,0,,0,
154,14,Howard County,6012,LAKE ELKHORN MID SCHOOL - CAFE AND GYM,6680 CRADLEROCK WAY,COLUMBIA,MD,21045,13,13,3,5,3,3,,,,6,,SCHOOL,0,,0,
165,14,Howard County,6013,GUILFORD ELEM SCHOOL - CAFETERIA AND GYM,7335 OAKLAND MILLS RD,COLUMBIA,MD,21046,13,13,3,5,3,3,,,,6,,SCHOOL,0,,0,
201,14,Howard County,6014,PHELPS LUCK ELEM SCHOOL - CAFETERIA AND GYM,5370 OLDSTONE CT,COLUMBIA,MD,21045,12A,12,3,5,3,2,,,,6,,SCHOOL,0,,0,
181,14,Howard County,6015,LAUREL WOODS ELEM SCHOOL - AUX GYM AND MAIN GYM,9250 N LAUREL RD,LAUREL,MD,20723,13,13,3,5,3,3,,,,6,,SCHOOL,0,,0,
167,14,Howard County,6020,HAMMOND HIGH SCHOOL - AUX GYM AND GYM,8800 GUILFORD RD,COLUMBIA,MD,21046,13,13,3,5,3,3,,,,6,,SCHOOL,0,,0,
